strain,temp,stress
0.01399197,0.333333333,0.578831845
0.456427215,0.333333333,0.832128105
0.163172755,0.333333333,0.827626198
0.346106885,0.066666667,0.90801598
0.439114495,0.066666667,0.897071838
0.381182225,0.333333333,0.838262799
0.35972383,0.333333333,0.839151859
0.55603518,0.833333333,0.322295279
0.37239665,0.066666667,0.909816889
0.000147,0.333333333,0.001227032
0.07651804,1.0,0.272534351
0.1849584,0.5,0.721167877
0.26149978,0.333333333,0.840371379
0.452859385,0.5,0.699722387
0.390377545,0.333333333,0.837511917
0.53696488,0.833333333,0.328989838
0.46345046,1.0,0.207486929
0.02724745,0.066666667,0.799970113
0.03062757,0.333333333,0.787875275
0.378567135,1.0,0.222017182
0.50225086,0.5,0.694294431
0.323740265,0.333333333,0.8404809
0.32469337,0.5,0.712698364
0.10887949,0.333333333,0.813879531
0.029701705,0.066666667,0.809212043
0.00283492,0.333333333,0.163659138
0.3172266,1.0,0.230729397
0.24279659,1.0,0.242154196
0.714693025,1.0,0.117914285
3.51e-05,0.333333333,0.002557769
0.240373635,0.066666667,0.891068996
0.1566859,0.066666667,0.866823919
0.331326115,0.833333333,0.379373131
0.002054965,1.0,0.068923806
0.59411311,0.833333333,0.307596843
0.68167366,0.833333333,0.256604964
0.00906575,0.066666667,0.273639472
0.40504706,1.0,0.217602429
0.243445035,0.333333333,0.839232797
0.14682208,0.333333333,0.82432011
0.06082142,0.333333333,0.797542496
0.464274025,0.333333333,0.83180547
0.366399245,0.333333333,0.838616147
7.75e-05,0.066666667,0.001951743
0.031531695,1.0,0.279000197
0.122328675,0.5,0.720370554
0.93337902,0.5,0.543888752
0.0212914,1.0,0.278898613
0.595254195,1.0,0.174029202
0.0657285,0.833333333,0.44174077
0.030612195,1.0,0.2790778
0.320063715,0.333333333,0.840760534
0.11468526,0.333333333,0.81545514
0.00903177,0.333333333,0.399552832
0.232254755,0.5,0.71924856
-0.001580895,0.833333333,-0.000181948
0.21597715,0.833333333,0.40239595
-0.000189,0.833333333,0.016485116
0.791669995,0.5,0.651771461
0.3883677,0.333333333,0.837705518
0.466394975,0.066666667,0.87295161
0.00991446,0.066666667,0.309231211
0.12770037,0.333333333,0.819156829
0.511671085,0.5,0.693120292
0.435103645,0.833333333,0.357299566
0.33794389,0.5,0.711382871
0.1114279,0.333333333,0.814452101
0.355817005,0.333333333,0.839146061
0.406608095,0.333333333,0.83599807
0.09674389,0.833333333,0.432587136
0.42525807,0.5,0.702693527
0.226150345,0.333333333,0.837846683
0.328467045,0.833333333,0.380067824
0.26593411,0.066666667,0.896669135
0.14466276,0.833333333,0.418656667
0.00077112,0.833333333,0.053851969
0.00215565,0.066666667,0.020587221
0.009721895,0.333333333,0.425905238
0.00644411,0.066666667,0.166320132
0.77145151,0.833333333,0.164050491
0.509631685,1.0,0.197732877
0.60356995,0.833333333,0.303116161
0.385808665,0.066666667,0.910582049
0.02663669,0.833333333,0.436338041
0.18323276,0.333333333,0.832019257
0.3562606,0.5,0.709076089
0.40776132,0.5,0.703981917
0.403522865,0.066666667,0.909703116
0.484873355,0.833333333,0.344658024
0.222962405,0.5,0.719996062
0.71300607,1.0,0.119070129
0.093043045,1.0,0.269107935
0.13790029,0.066666667,0.860953592
0.070373295,0.333333333,0.801053151
0.00500281,0.5,0.194967658
0.118785585,0.833333333,0.426084116
0.061279865,0.066666667,0.830652396
0.00555114,1.0,0.209309187
0.20507347,0.5,0.720891494
0.65533667,0.833333333,0.27458244
0.000154,0.333333333,0.000104467
0.37423563,0.833333333,0.370968853
0.602068695,1.0,0.171581606
0.62701488,0.333333333,0.755812184
0.45701329,0.066666667,0.882579216
0.71635232,1.0,0.116703004
0.273419085,0.5,0.716489048
0.330812785,0.5,0.712044233
0.61433668,0.5,0.681707757
0.036777685,0.066666667,0.819517942
0.8202875,1.0,0.019266295
0.54031475,0.5,0.690257764
0.000701465,1.0,0.021372695
0.233993605,0.333333333,0.838756238
0.813428555,1.0,0.024924483
0.092480145,0.066666667,0.842681905
0.37924403,0.333333333,0.838310033
0.2443173,0.333333333,0.839278219
0.013090835,0.333333333,0.548426895
0.31868939,1.0,0.230498537
0.53106552,0.066666667,0.788929224
0.08384783,0.066666667,0.839566779
0.18368554,0.066666667,0.875955084
0.12692554,0.833333333,0.42329512
0.406672095,1.0,0.217365854
0.304359435,0.333333333,0.841092275
0.816765895,1.0,0.022019065
0.60555713,1.0,0.170480135
0.151911665,0.833333333,0.417091359
0.31264998,0.333333333,0.841116608
0.103612475,0.833333333,0.429959804
0.80238184,0.5,0.649554528
0.493050695,0.333333333,0.82921428
0.00142252,0.066666667,0.0072502
0.10442918,1.0,0.266814837
0.825385535,1.0,0.015722785
0.417142,0.066666667,0.907073624
0.00335072,0.333333333,0.182530947
0.54711797,1.0,0.188315226
0.047200245,1.0,0.277353917
0.32612766,1.0,0.229547381
0.039936295,0.5,0.711356813
0.215876035,0.333333333,0.837201049
0.707294375,0.833333333,0.235358129
0.955444105,0.5,0.49680718
0.08153487,0.333333333,0.804868112
0.12156121,0.066666667,0.853978353
0.626059175,0.5,0.680062616
0.31354235,0.5,0.713239517
0.05902091,0.833333333,0.443762865
0.78563528,1.0,0.053183599
0.89428129,0.5,0.595884858
0.640683025,0.5,0.678758176
0.21165374,0.5,0.720653444
0.4706313,0.833333333,0.348551211
0.29083709,0.333333333,0.841074413
0.32866528,0.066666667,0.906237244
0.211560805,0.333333333,0.83594493
0.818533395,1.0,0.020622029
0.377182035,0.833333333,0.370243243
0.72313848,1.0,0.112104787
-0.000384,0.333333333,0.018333423
0.41154745,1.0,0.21679824
0.463127535,0.333333333,0.831858182
0.3986077,0.333333333,0.836911928
0.00641031,0.5,0.247620636
0.281761835,1.0,0.236326162
0.06081963,0.5,0.714150153
0.6947614,1.0,0.130253547
0.567983755,0.333333333,0.815649377
0.58271521,1.0,0.177620472
0.554244745,0.833333333,0.32286739
0.12953975,0.5,0.720766564
0.06654485,0.066666667,0.832643003
0.22204208,0.5,0.719982598
0.213288,0.333333333,0.836468221
0.25299972,1.0,0.24059876
0.592214265,0.833333333,0.308446334
0.68282434,1.0,0.137155206
0.147678385,0.333333333,0.824501276
0.439508105,0.5,0.700769053
0.79853555,0.833333333,0.088573065
0.40147913,0.5,0.70478926
0.795634445,0.5,0.650962094
0.01987403,0.066666667,0.696670705
0.5062704,1.0,0.198565447
0.142251575,0.833333333,0.419405083
0.182507605,1.0,0.252220103
0.14434874,0.066666667,0.862906893
0.02104404,0.066666667,0.731984742
0.012842685,0.5,0.487107352
0.012447465,0.5,0.472627121
0.17030985,0.5,0.72163014
0.48974728,0.066666667,0.845784896
9.5e-05,0.333333333,0.00054625
0.21445839,0.5,0.720465005
0.193119345,1.0,0.25036438
0.661933795,0.5,0.676097198
0.79431182,0.5,0.651096001
0.269391395,0.066666667,0.897343943
0.39447001,0.333333333,0.837241777
0.867712075,0.5,0.618945038
0.581266905,0.833333333,0.312864073
0.201312185,0.5,0.72088201
0.165310385,1.0,0.255288564
0.602716875,0.5,0.683123038
0.042025795,1.0,0.277999777
0.540275895,1.0,0.190313051
0.090816445,1.0,0.269582268
0.31270103,0.066666667,0.904326617
0.92181451,0.5,0.561895061
0.60328998,0.333333333,0.789273948
0.757027995,0.833333333,0.189963819
0.593671525,0.5,0.684200444
0.150152615,0.333333333,0.824901184
0.68794455,1.0,0.134277505
0.000133,0.333333333,-0.000525216
0.005340225,0.833333333,0.183460047
0.397184135,1.0,0.21890323
0.30177583,0.5,0.714728375
0.1517712,0.066666667,0.865159952
0.157601105,0.5,0.721530899
0.011384405,0.5,0.435900561
0.792989975,0.5,0.651370771
0.496346495,0.5,0.694962208
0.099086685,0.833333333,0.431764354
0.31648059,0.5,0.713143261
-0.000433,0.333333333,0.025040934
0.84128423,1.0,0.006571293
0.003838075,0.833333333,0.14379453
0.19202037,0.833333333,0.407601568
0.511296415,1.0,0.197290117
0.48470056,0.5,0.69602848
0.000710635,1.0,0.026849465
0.347098205,0.066666667,0.908106708
0.35833948,0.5,0.709146662
0.250342815,0.5,0.718597125
0.675643735,0.833333333,0.260872741
0.231589025,1.0,0.244003154
0.05425624,0.066666667,0.827462868
0.06727548,0.5,0.714889407
0.51648143,0.5,0.692728956
0.652538005,0.333333333,0.696353769
0.02188909,0.833333333,0.419439149
0.72662261,1.0,0.109690514
0.004369325,1.0,0.175486862
0.49289635,0.833333333,0.342595424
0.003590865,0.333333333,0.192185064
0.308637025,0.5,0.713508945
0.088683285,0.833333333,0.434903336
0.089023635,0.066666667,0.841536148
0.3872906,0.333333333,0.837833274
0.309770725,1.0,0.232367236
0.535174985,0.066666667,0.781844371
0.78380089,0.5,0.654899392
0.473838725,0.833333333,0.347808426
0.45173574,0.5,0.699763417
0.01230259,1.0,0.273905403
0.0984676,0.066666667,0.845609287
0.719522725,0.833333333,0.226101585
0.950884045,0.5,0.508872251
0.177134385,0.066666667,0.873785163
0.054734345,0.333333333,0.795597634
0.266796545,0.066666667,0.896837296
0.03228988,0.066666667,0.81462045
0.283288975,1.0,0.236111742
0.10255628,0.066666667,0.846783184
0.113067235,0.333333333,0.814866152
0.91391842,0.5,0.573175504
0.011602195,0.5,0.443325769
0.24940708,0.5,0.718691829
0.21351077,0.5,0.720574233
0.707735,1.0,0.122772957
0.22485474,0.5,0.719830087
0.67935304,1.0,0.13910079
0.39344575,0.333333333,0.837301031
0.18226269,0.5,0.721180116
0.012482185,0.833333333,0.353451707
0.47831502,1.0,0.204524508
0.27439516,0.5,0.716527877
0.128525815,0.333333333,0.819363404
0.116918715,0.5,0.720201144
0.88248965,0.5,0.606806145
-0.000422,0.333333333,0.032408604
6.8e-05,0.066666667,0.002205152
0.741519825,0.5,0.663445691
0.012840395,0.333333333,0.540553001
0.728350015,1.0,0.108388763
0.003964065,1.0,0.160438421
0.159408365,0.5,0.721315272
0.18383609,1.0,0.252030695
0.555614975,0.333333333,0.819704453
0.562496075,1.0,0.183973198
0.063464205,0.833333333,0.442277772
0.05439894,0.5,0.712603374
0.36865158,0.5,0.708534478
0.376195365,0.333333333,0.838389106
0.359223915,1.0,0.224919377
0.65125469,1.0,0.152559005
0.15493262,0.5,0.721631019
0.530667915,0.5,0.690567361
0.0046179,0.333333333,0.230565862
0.00950713,0.333333333,0.417232301
0.510618515,0.333333333,0.82746465
0.50124764,1.0,0.199745017
0.19711313,0.066666667,0.879930013
0.00086523,0.333333333,0.088384029
0.010460375,0.5,0.405742111
0.020657325,0.5,0.690123626
0.015369775,0.333333333,0.624379748
0.543519205,0.333333333,0.822691477
0.28309117,0.5,0.716201547
0.22702265,0.333333333,0.83809943
0.292182025,0.833333333,0.387174933
0.29901239,0.833333333,0.385812763
0.576080495,0.333333333,0.811561443
0.00296636,0.5,0.118039268
0.004785765,0.5,0.186257763
0.346374815,1.0,0.226830293
0.84486844,0.5,0.632447265
0.3560239,1.0,0.22541949
0.032672785,0.5,0.711056443
0.579638805,0.5,0.685656136
0.062666375,0.5,0.714452922
0.18406537,0.5,0.72108572
0.63609974,0.333333333,0.737379777
0.86080402,1.0,-0.000541148
0.747119835,1.0,0.094576349
0.16577588,0.5,0.721476027
0.296166665,0.333333333,0.840905188
0.07976814,0.333333333,0.804273049
0.31713315,0.833333333,0.38229183
0.040071665,1.0,0.278210708
0.124126655,0.5,0.72029918
0.199423265,0.833333333,0.405795963
0.36851515,0.833333333,0.371934429
0.22628991,0.833333333,0.400568683
0.333817445,0.5,0.711640954
0.148971335,1.0,0.258191222
0.37529313,1.0,0.222579537
0.23890418,0.5,0.719223369
0.42436649,0.333333333,0.835414869
0.16047368,0.833333333,0.415005508
0.30343878,0.333333333,0.841115896
0.4079509,0.066666667,0.909185508
0.264261655,1.0,0.238383882
0.19765217,0.5,0.720766236
0.469000465,0.833333333,0.34893328
0.63206398,1.0,0.160489527
0.112897975,0.833333333,0.427609729
0.272459575,0.5,0.716471744
0.443903385,0.5,0.700566697
0.01920936,0.066666667,0.673834826
0.26859444,0.333333333,0.841051401
0.446055815,0.066666667,0.891921266
0.37205253,1.0,0.223086863
0.45963594,0.833333333,0.35152038
0.135950955,0.333333333,0.821593406
0.023101365,0.5,0.705194333
0.743174345,0.833333333,0.206571485
0.398277975,0.5,0.704940934
0.284560735,0.333333333,0.841010944
0.105824125,0.066666667,0.848188957
0.25990407,0.066666667,0.895614215
0.543911295,0.833333333,0.326841919
0.141736375,0.333333333,0.822834621
0.26421957,0.066666667,0.896275487
0.49758299,0.833333333,0.341316565
0.612449705,1.0,0.168105486
0.335458835,1.0,0.228160586
0.275723165,0.333333333,0.841335002
0.313017115,0.833333333,0.383177811
0.023750735,0.5,0.706955825
0.2720763,0.833333333,0.39128612
0.216749275,0.333333333,0.83737006
0.099810325,0.5,0.718753348
0.433572925,0.833333333,0.357737266
0.41321501,0.5,0.703778964
0.37137377,0.833333333,0.371405459
0.72278391,0.5,0.667352177
0.087344575,0.333333333,0.806783214
0.266848935,0.5,0.717151662
0.02565892,0.833333333,0.433222489
0.361822185,0.066666667,0.909540356
0.103283275,1.0,0.267079571
0.08639359,1.0,0.270572697
0.00086164,1.0,0.032573155
0.06605554,0.333333333,0.799628584
0.379213745,0.5,0.707537129
0.10096639,0.066666667,0.846262065
0.77159271,0.5,0.65723034
0.0808284,1.0,0.271732235
0.64472351,0.5,0.678281567
0.045149795,1.0,0.277593002
0.895435225,0.5,0.594653619
0.31061375,0.5,0.713275842
0.24805072,0.066666667,0.893098991
0.961742345,0.5,0.477646181
0.282369715,0.066666667,0.899480109
0.21636595,0.5,0.72040704
0.25902861,0.066666667,0.895359399
0.245373395,0.833333333,0.396344523
0.056227615,0.5,0.712812415
0.4026593,0.333333333,0.836663497
0.120888135,1.0,0.263919898
0.03177545,0.5,0.711066676
0.31993693,0.833333333,0.381761575
0.56616693,0.5,0.686145956
0.392410045,0.333333333,0.837413354
0.65025367,0.333333333,0.70227846
0.155556675,0.833333333,0.416033311
0.012832415,0.066666667,0.425836904
0.610467035,0.5,0.682082356
0.42118113,0.333333333,0.835537129
0.095401155,1.0,0.268568133
0.351027885,0.066666667,0.908437663
0.24889567,0.066666667,0.893276848
0.842257965,0.5,0.633702937
0.05202643,0.333333333,0.79472255
0.878843935,0.5,0.609914669
0.07632833,0.333333333,0.802929126
0.319130035,0.333333333,0.840845898
0.14848994,0.333333333,0.824664456
0.21332676,0.066666667,0.884764524
0.424427355,0.833333333,0.359684563
-0.00106345,0.833333333,0.000333903
0.265031915,0.333333333,0.840680962
0.53408164,0.333333333,0.824124733
0.315534845,0.066666667,0.904950013
0.419876125,1.0,0.215532475
0.09639637,0.333333333,0.809798981
0.940527445,0.5,0.532293702
0.246877265,0.333333333,0.839616684
0.51044787,0.5,0.693205137
0.101780455,0.066666667,0.846551435
0.067380965,0.066666667,0.832932204
0.107829565,0.5,0.71931381
0.43972631,0.833333333,0.356153402
0.02101365,0.833333333,0.415740123
0.01378139,0.333333333,0.571306326
0.036283515,0.5,0.711186088
0.36931984,0.333333333,0.838426067
0.210930125,0.833333333,0.403351535
0.619361365,1.0,0.165324521
0.26947852,0.333333333,0.841101241
0.053410285,1.0,0.276736653
0.6159365,1.0,0.166818885
0.113340045,0.5,0.71974621
0.48008207,0.5,0.696582202
0.142900035,1.0,0.259503743
0.865268155,0.5,0.620284032
0.006149085,0.066666667,0.156282988
0.06259059,0.333333333,0.798117853
0.141062295,0.833333333,0.419765157
0.68619029,1.0,0.135252234
0.02031148,0.5,0.686072958
0.004505775,1.0,0.180311904
0.001202205,0.5,0.040596571
0.713045335,0.5,0.668685053
0.64587136,0.333333333,0.713986936
0.759537075,0.833333333,0.186063594
0.209623515,0.833333333,0.403636872
0.543695275,1.0,0.189319594
0.513641665,0.833333333,0.336363687
0.58342643,0.5,0.685452258
0.134638875,0.066666667,0.859373615
0.60917741,0.5,0.68222575
0.000108,0.833333333,0.027144992
0.51833092,0.066666667,0.80750247
0.013148345,0.833333333,0.364762772
0.563909575,0.333333333,0.817340155
0.814545895,0.5,0.645325608
0.62905991,0.833333333,0.290307375
0.618226515,0.5,0.681370353
0.000379,0.333333333,0.071292363
0.207691135,1.0,0.24762199
0.061759435,0.5,0.714320179
0.611324455,0.833333333,0.299492632
0.523609775,0.333333333,0.825721477
0.41755369,0.5,0.703539652
0.44429755,0.066666667,0.893394153
0.790987215,1.0,0.04656362
0.375713795,0.833333333,0.37069459
0.004857365,1.0,0.19011717
0.09161583,0.066666667,0.842329381
0.32059709,0.5,0.712964674
0.2296294,0.333333333,0.838515284
0.39499656,0.833333333,0.3666265
0.772251955,1.0,0.06903948
0.591138405,0.5,0.68460389
0.143466285,0.833333333,0.418978167
0.32465795,0.333333333,0.840370913
0.33346211,0.066666667,0.906976949
0.66159521,0.833333333,0.270397542
0.03736888,0.333333333,0.790302847
0.92067049,0.5,0.563530234
0.00269751,0.066666667,0.035583276
0.489649045,1.0,0.201820232
0.31930492,0.066666667,0.90562774
0.425433285,0.333333333,0.835327899
0.94767474,0.5,0.516476489
0.21242272,0.333333333,0.836183897
0.4597833,0.333333333,0.8319644
0.012684635,0.833333333,0.357196211
0.563255185,0.833333333,0.320096288
0.661735085,1.0,0.147912119
0.049958065,0.5,0.712329663
0.004969085,0.833333333,0.173558007
0.0573571,0.333333333,0.796400488
0.481622345,1.0,0.20381035
0.20413819,0.5,0.72091888
0.03957457,0.066666667,0.821147542
0.692349375,0.833333333,0.248419489
0.166625105,1.0,0.255069614
0.590022805,1.0,0.175596491
0.707711155,0.5,0.669148726
0.0219905,0.5,0.700637577
0.207620115,0.066666667,0.883003268
0.486941705,0.333333333,0.829924612
0.32584669,0.066666667,0.906017214
0.754049215,0.5,0.661750711
0.161221815,0.5,0.721243058
0.073305495,1.0,0.273210915
0.33670493,0.333333333,0.839983198
0.370258675,0.333333333,0.838403689
0.55973646,0.333333333,0.818604784
0.133475875,0.333333333,0.820879093
0.700146285,1.0,0.127086859
0.170585,1.0,0.254480931
